,Athlete,Country,Medal,Olympic,Sport
223,"ROQUES, F.",['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Cricket']
224,"SCHNEIDAU, A.J.",['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Cricket']
225,"TERRY, Henry John",['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Cricket']
226,"TOMALIN, P.H.",['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Cricket']
227,AUMOITTE,['FRA'],"[['Gold'], [2]]","[['Paris'], [1900]]",['Croquet']
228,JOHIN,"['FRA', 'FRA']","[['Silver', 'Gold'], [1, 1]]","[['Paris', 'Paris'], [1900, 1900]]","['Croquet', 'Croquet']"
229,WAYDELICH,"['FRA', 'FRA']","[['Gold', 'Bronze'], [1, 1]]","[['Paris', 'Paris'], [1900, 1900]]","['Croquet', 'Croquet']"
230,SAUTREAU,['FRA'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Croquet']
231,VIGNEROT,['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Croquet']
232,"DAUMAIN, .....",['FRA'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Cycling']
233,"BASTIEN, Louis",['FRA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Cycling']
234,"HILDEBRAND, Louis",['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Cycling']
235,"LAKE, John Henry",['USA'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Cycling']
236,"TAILLANDIER, Georges",['FRA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Cycling']
237,"SANZ, Fernand",['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Cycling']
238,"VAN DE POELE, Georges","['BEL', 'BEL']","[['Silver', 'Bronze'], [1, 1]]","[['Paris', 'Paris'], [1900, 1900]]","['Equestrian', 'Equestrian']"
239,"GARDERES, Dominique Maximien",['FRA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Equestrian']
240,"TRISSINO, Gian Giorgio","['ITA', 'ITA']","[['Silver', 'Gold'], [1, 1]]","[['Paris', 'Paris'], [1900, 1900]]","['Equestrian', 'Equestrian']"
241,"DE CHAMPSAVIN, Louis",['FRA'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Equestrian']
242,"HAEGEMAN, Aimé",['BEL'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Equestrian']
243,DE BELLEGARDE,['FRA'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Equestrian']
244,"VAN LANGHENDONCK, Constant",['BEL'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Equestrian']
245,"SEE, Léon",['FRA'],"[['Bronze'], [2]]","[['Paris'], [1900]]",['Fencing']
246,"FONST, Ramon","['CUB', 'CUB', 'ZZX']","[['Silver', 'Gold'], [1, 4]]","[['Paris', 'Paris', 'St Louis'], [1900, 1900, 1904]]","['Fencing', 'Fencing']"
247,"PERREE, Louis",['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Fencing']
248,"AYAT, Albert",['FRA'],"[['Gold'], [2]]","[['Paris'], [1900]]",['Fencing']
249,"LAURENT, Henri",['FRA'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Fencing']
250,"BOUGNOL, Emile",['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Fencing']
251,"BOULENGER, Marcel Jacques",['FRA'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Fencing']
252,"COSTE, Emile",['FRA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Fencing']
253,"MASSON, Henri",['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Fencing']
254,"MIMIAGUE, Jean-Baptiste",['FRA'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Fencing']
255,"MERIGNAC, Lucien",['FRA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Fencing']
256,"KIRCHHOFFER, Alphonse",['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Fencing']
257,"FLESCH, Siegfried",['AUT'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Fencing']
258,"DE LA FALAISE, Georges",['FRA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Fencing']
259,"THIEBAUT, Léon",['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Fencing']
260,"NERALIC, Milan",['AUT'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Fencing']
261,"CONTE, Antonio",['ITA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Fencing']
262,"SANTELLI, Italo","['ITA', 'ITA']","[['Silver', 'Gold'], [1, 1]]","[['Paris', 'Antwerp'], [1900, 1920]]","['Fencing', 'Fencing']"
263,"DELBECQUE, Albert",['BEL'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Football']
264,"KELECOM, R.",['BEL'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Football']
265,"LEBOUTTE, Marcel",['BEL'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Football']
266,LONDOT,['BEL'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Football']
267,"MOREAU, Ernest",['BEL'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Football']
268,"NEEFS, E.",['BEL'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Football']
269,"PELGRIMS, Georges",['BEL'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Football']
270,"RENIER, Alphonse",['BEL'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Football']
271,"SPANNOGHE, E.",['BEL'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Football']
272,"THORNTON, Erich",['BEL'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Football']
273,VAN HEUCKELUM,['BEL'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Football']
274,"BUCKENHAM, Claude Percy",['GBR'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Football']
275,"BURRIDGE, T.E.",['GBR'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Football']
276,"CHALK, Alfred Ernest",['GBR'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Football']
277,"GROSLING, William Sullivan",['GBR'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Football']
278,"HASLAM, A.",['GBR'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Football']
279,"JONES, J.H.",['GBR'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Football']
280,"NICHOLAS, J.",['GBR'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Football']
281,"QUASH, William Francis",['GBR'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Football']
282,"SPACKMAN, F.G.",['GBR'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Football']
283,"TURNER, R.R.",['GBR'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Football']
284,"ZEALLEY, James Edward",['GBR'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Football']
285,"ALLEMANE, Pierre",['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Football']
286,BACH,['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Football']
287,"BLOCH, Jean",['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Football']
288,"CANELLE, Fernand",['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Football']
289,DUPARC,['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Football']
290,FRAYSSE,['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Football']
291,GAILLARD,['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Football']
292,"GARNIER, René",['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Football']
293,GRANDJEAN,['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Football']
294,HUTEAU,['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Football']
295,LAMBERT,['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Football']
296,MACAIRE,['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Football']
297,PELTIER,['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Football']
298,"ROBERTSON, David Donaldson",['GBR'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Golf']
299,"SANDS, Charles Edward",['USA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Golf']
300,"RUTHERFORD, Walter",['GBR'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Golf']
301,"PRATT, Daria",['USA'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Golf']
302,"ABBOTT, Margaret Ives",['USA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Golf']
303,"WHITTIER, Pauline",['USA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Golf']
304,"DEMANET, Lucien",['FRA'],"[['Bronze'], [2]]","[['Paris', 'Antwerp'], [1900, 1920]]",['Gymnastics']
305,"SANDRAS, Gustave",['FRA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Gymnastics']
306,"BAS, Noël",['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Gymnastics']
307,"BOUSSOD, Jean",['ZZX'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Polo']
308,"DUC DE BISACCIA, Louis",['ZZX'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Polo']
309,"FAUQUET LEMAITRE, A.",['ZZX'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Polo']
310,"RAOUL-DUVAL, Maurice",['ZZX'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Polo']
311,"DALY, Dennis",['ZZX'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Polo']
312,"KEENE, Foxhall Parker",['ZZX'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Polo']
313,"MACKEY, Frank Jay",['ZZX'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Polo']
314,"RAWLINSON, Alfred",['ZZX'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Polo']
315,"BUCKMASTER, Walter Selby","['ZZX', 'GBR']","[['Silver'], [2]]","[['Paris', 'London'], [1900, 1908]]",['Polo']
316,"COMTE DE MADRE, José Pierre M.J.",['ZZX'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Polo']
317,"FREAKE, Frederick Maitland","['ZZX', 'GBR']","[['Silver'], [2]]","[['Paris', 'London'], [1900, 1908]]",['Polo']
318,"MCCREERY, Walter Adolph",['ZZX'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Polo']
319,"BRANDT, Francois Antoine","['ZZX', 'NED']","[['Gold', 'Bronze'], [1, 1]]","[['Paris', 'Paris'], [1900, 1900]]","['Rowing', 'Rowing']"
320,"BROCKMANN, Hermanus Gerardus","['NED', 'ZZX', 'NED']","[['Silver', 'Gold', 'Bronze'], [1, 1, 1]]","[['Paris', 'Paris', 'Paris'], [1900, 1900, 1900]]","['Rowing', 'Rowing', 'Rowing']"
321,"KLEIN, Roelof","['ZZX', 'NED']","[['Gold', 'Bronze'], [1, 1]]","[['Paris', 'Paris'], [1900, 1900]]","['Rowing', 'Rowing']"
322,"LEEGSTRA, Ruud Gerbens",['NED'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Rowing']
323,"MIDDELBERG, Walter",['NED'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Rowing']
324,"OFFERHAUS, Hendrik Karel",['NED'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Rowing']
325,"THIJSSEN, Walter",['NED'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Rowing']
326,"TROMP, Henricus",['NED'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Rowing']
327,"VAN DIJK, Johannes Wilhelmus Maria",['NED'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Rowing']
328,"ABELL, Louis",['USA'],"[['Gold'], [2]]","[['Paris', 'St Louis'], [1900, 1904]]",['Rowing']
329,"CARR, William",['USA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Rowing']
330,"DEBAECKE, Harry",['USA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Rowing']
331,"EXLEY, John",['USA'],"[['Gold'], [2]]","[['Paris', 'St Louis'], [1900, 1904]]",['Rowing']
332,"GEIGER, John",['USA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Rowing']
333,"HEDLEY, Edward",['USA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Rowing']
334,"JUVENAL, James","['USA', 'USA']","[['Silver', 'Gold'], [1, 1]]","[['St Louis', 'Paris'], [1904, 1900]]","['Rowing', 'Rowing']"
335,"LOCKWOOD, Roscoe",['USA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Rowing']
336,"MARSH, Edward",['USA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Rowing']
337,"BRUGGEMAN, Prospère",['BEL'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rowing']
338,"DE BISSCHOP, Jules",['BEL'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rowing']
339,"DE COCK, Oscar",['BEL'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rowing']
340,"DE SOMVILLE, Oscar Charles",['BEL'],"[['Silver'], [2]]","[['Paris', 'London'], [1900, 1908]]",['Rowing']
341,"HEMELSOET, Maurice",['BEL'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rowing']
342,"ODBERG, Frank",['BEL'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rowing']
343,"VAN CROMBRUGGHE, Marcel Lucien",['BEL'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rowing']
344,"VAN LANDEGHEM, Alfred",['BEL'],"[['Silver'], [2]]","[['Paris', 'London'], [1900, 1908]]",['Rowing']
345,"VERDONCK, Maurice",['BEL'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rowing']
346,"CARSTENS, Wilhelm",['GER'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Rowing']
347,"FELLE, Ernst",['GER'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Rowing']
348,"FICKEISEN, Otto","['GER', 'GER']","[['Gold', 'Bronze'], [1, 1]]","[['Stockholm', 'Paris'], [1912, 1900]]","['Rowing', 'Rowing']"
349,"KÖRNER, Julius",['GER'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Rowing']
350,"KRÖWERATH, Franz",['GER'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Rowing']
351,"LEHLE, Carl",['GER'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Rowing']
352,"MÖLLER, Adolf",['GER'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Rowing']
353,"MOTHS, Gustav Adolf",['GER'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Rowing']
354,"RÜSTER, Hugo",['GER'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Rowing']
355,"WILKER, Hermann","['GER', 'GER']","[['Gold', 'Bronze'], [1, 1]]","[['Stockholm', 'Paris'], [1912, 1900]]","['Rowing', 'Rowing']"
356,"BOUCKAERT, Henri",['FRA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Rowing']
357,"CAU, Jean",['FRA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Rowing']
358,CHARLOT,['FRA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Rowing']
359,"DELCHAMBRE, Emile",['FRA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Rowing']
360,"GOSSLER, Carl Heinrich",['GER'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Rowing']
361,"GOSSLER, Gustav Ludwig",['GER'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Rowing']
362,"GOSSLER, Oscar",['GER'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Rowing']
363,"HAZEBROUCK, Henri",['FRA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Rowing']
364,"KATZENSTEIN, Walther",['GER'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Rowing']
365,"TIETGENS, Waldemar",['GER'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Rowing']
366,"HIEBENDAAI, Coenraad Christiaan",['NED'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rowing']
367,"LOTSY, Gerhard Oswald",['NED'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rowing']
368,"LOTSY, Paulus Jan",['NED'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rowing']
369,"LUMPP, Georges",['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rowing']
370,"PERRIN, Charles",['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rowing']
371,"SOUBEYRAN, Daniel",['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rowing']
372,"TERWOGT, Johannes Hester Lambertus",['NED'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rowing']
373,"WEGELIN, Emile",['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rowing']
374,"DELTOUR, Carlos",['FRA'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Rowing']
375,"PAOLI, Raoul",['FRA'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Rowing']
376,"VEDRENNE, Antoine Erneste",['FRA'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Rowing']
377,"MARTINET, Louis",['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rowing']
378,UNKNOWN COX / BARREUR INCONNU,['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rowing']
379,WALEFF,['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rowing']
380,"ASHE, Saint-George",['GBR'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Rowing']
381,"BARRELET, Henri",['FRA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Rowing']
382,"GAUDIN, André",['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rowing']
383,"AITOFF, Vladimir",['FRA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Rugby']
384,"ALBERT, A.",['FRA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Rugby']
385,"BINOCHE, Jean, LÃ©on",['FRA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Rugby']
386,"COLLAS, Jean","['FRA', 'FRA']","[['Silver', 'Gold'], [1, 1]]","[['Paris', 'Paris'], [1900, 1900]]","['Tug of War', 'Rugby']"
387,"GAUTIER, Jean Guy",['FRA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Rugby']
388,"GIROUX, Auguste",['FRA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Rugby']
389,"GONDOUIN, Charles","['FRA', 'FRA']","[['Silver', 'Gold'], [1, 1]]","[['Paris', 'Paris'], [1900, 1900]]","['Tug of War', 'Rugby']"
390,"HENRIQUEZ DE ZUBIERRA, Constantin","['FRA', 'FRA']","[['Silver', 'Gold'], [1, 1]]","[['Paris', 'Paris'], [1900, 1900]]","['Tug of War', 'Rugby']"
391,"HERVE, Jean",['FRA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Rugby']
392,"LARDANCHET, Victor",['FRA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Rugby']
393,"LEFEBVRE, Hubert",['FRA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Rugby']
394,"OLIVIER, Joseph",['FRA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Rugby']
395,"PHARAMOND, Alexandre",['FRA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Rugby']
396,"REICHEL, Frantz",['FRA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Rugby']
397,"RISCHMANN, André",['FRA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Rugby']
398,"ROOSEVELT, Albert",['FRA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Rugby']
399,"SARRADE, Emile","['FRA', 'FRA']","[['Silver', 'Gold'], [1, 1]]","[['Paris', 'Paris'], [1900, 1900]]","['Tug of War', 'Rugby']"
400,"AMRHEIN, Albert",['GER'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rugby']
401,"BAYLISS, F.C.",['GBR'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rugby']
402,"BETTING, Hugo",['GER'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rugby']
403,"BIRTLES, J.Henry",['GBR'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rugby']
404,"CAUTLON, J.",['GBR'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rugby']
405,"DARBY, Artur John",['GBR'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rugby']
406,"DEYKIN, C.P.",['GBR'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rugby']
407,"HERRMANN, Jacob",['GER'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rugby']
408,"HOFMEISTER, Willy",['GER'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rugby']
409,"HOOD, L.",['GBR'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rugby']
410,"KREUZER, Hermann",['GER'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rugby']
411,"LANDVOIGT, Arnold",['GER'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rugby']
412,"LATSCHA, Hans",['GER'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rugby']
413,"LOGAN, M.L.",['GBR'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rugby']
414,"LOVEITT, H.A.",['GBR'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rugby']
415,"LUDWIG, Erich",['GER'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rugby']
416,"LUDWIG, Richard",['GER'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rugby']
417,"MÜLLER, Fritz",['GER'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rugby']
418,"NICOL, N.S.",['GBR'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rugby']
419,"POPPE, Eduard",['GER'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rugby']
420,"REITZ, Heinrich",['GER'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rugby']
421,"SCHMIERER, August",['GER'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rugby']
422,"SMITH, V.",['GBR'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rugby']
423,"STOCKHAUSEN, Adolf",['GER'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rugby']
424,"TALBOT, M.W.",['GBR'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rugby']
425,"WALLIS, J.G.",['GBR'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rugby']
426,"WENDEROTH, Georg",['GER'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rugby']
427,"WHITTINDALE, Claud",['GBR'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rugby']
428,"WHITTINDALE, Raymond",['GBR'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rugby']
429,"WILSON, Francis Henry",['GBR'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Rugby']
430,"MICHELET, E.",['FRA'],"[['Bronze'], [2]]","[['Paris'], [1900]]",['Sailing']
431,"MICHELET, F.",['FRA'],"[['Bronze'], [2]]","[['Paris'], [1900]]",['Sailing']
432,"GRETTON, John H.",['GBR'],"[['Gold'], [2]]","[['Paris'], [1900]]",['Sailing']
433,"HOPE, Linton",['GBR'],"[['Gold'], [2]]","[['Paris'], [1900]]",['Sailing']
434,"LORD CURRIE, Lorne Campbell",['GBR'],"[['Gold'], [2]]","[['Paris'], [1900]]",['Sailing']
435,"BAUDRIER, Jacques",['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Sailing']
436,"LEBRET, Jean",['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Sailing']
437,MARCOTTE,['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Sailing']
438,"MARTIN, William","['FRA', 'USA']","[['Silver', 'Gold'], [1, 1]]","[['Paris', 'London'], [1900, 1908]]","['Sailing', 'Shooting']"
439,VALTON,['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Sailing']
440,"HORE, Edward",['GBR'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Sailing']
441,"BILLARD, Emile",['FRA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Sailing']
442,"PERQUER, P.",['FRA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Sailing']
443,"LE DUC DECAZES, Jean",['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Sailing']
444,"MACHENRY, M.",['USA'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Sailing']
445,"TAYLOR, Howard",['GBR'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Sailing']
446,"GUFFLET, Maurice",['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Sailing']
447,"NAUE, Georg",['GER'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Sailing']
448,"PETERS, Heinrich",['GER'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Sailing']
449,"WEISE, Ottokar",['GER'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Sailing']
450,"WIESNER, Martin",['GER'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Sailing']
451,"BALME, Eugène",['FRA'],"[['Bronze'], [2]]","[['Paris', 'London'], [1900, 1908]]",['Shooting']
452,"LARROUY, Maurice",['FRA'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Shooting']
453,"MOREAUX, Léon","['FRA', 'FRA']","[['Silver', 'Bronze'], [2, 1]]","[['Paris', 'Paris'], [1900, 1900]]","['Shooting', 'Shooting']"
454,"BOUWENS, Antonius",['NED'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Shooting']
455,"SILLEM, Henrik",['NED'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Shooting']
456,"SWEYS, Anthony Ahasuerus",['NED'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Shooting']
457,"VAN DEN BERGH, Solko Johannes",['NED'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Shooting']
458,"VAN HAAN, Gerardus",['NED'],"[['Bronze'], [1]]","[['Paris'], [1900]]",['Shooting']
459,"LÜTHI, Friedrich",['SUI'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Shooting']
460,"PROBST, Paul",['SUI'],"[['Gold'], [1]]","[['Paris'], [1900]]",['Shooting']
461,"RICHARDET, Louis-Marc",['SUI'],"[['Gold'], [2]]","[['Paris'], [1900]]",['Shooting']
462,"RÖDERER, Karl Konrad",['SUI'],"[['Gold'], [2]]","[['Paris'], [1900]]",['Shooting']
463,"STÄHELI, Konrad","['SUI', 'SUI']","[['Gold', 'Bronze'], [3, 1]]","[['Paris', 'Paris'], [1900, 1900]]","['Shooting', 'Shooting']"
464,"DUFFOY, Louis",['FRA'],"[['Silver'], [1]]","[['Paris'], [1900]]",['Shooting']
465,"LECOQ, Maurice","['FRA', 'FRA']","[['Silver', 'Bronze'], [1, 2]]","[['Paris', 'Paris', 'London'], [1900, 1900, 1908]]","['Shooting', 'Shooting']"
466,"PAROCHE, Achille","['FRA', 'FRA', 'FRA']","[['Silver', 'Gold', 'Bronze'], [3, 1, 1]]","[['Paris', 'Antwerp', 'Paris', 'Paris'], [1900, 1920, 1900, 1900]]","['Shooting', 'Shooting', 'Shooting']"
