,Holding Place,Year,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
969,St Louis,1904,Gymnastics,Artistic G.,"SPINNLER, Adolf",SUI,Men,individual all-round,M,Bronze
972,St Louis,1904,Gymnastics,Artistic G.,"DUHA, John",USA,Men,parallel bars,M,Bronze
975,St Louis,1904,Gymnastics,Artistic G.,"MERZ, William",USA,Men,pommel horse,M,Bronze
978,St Louis,1904,Gymnastics,Artistic G.,"VOIGT, Emil",USA,Men,rings,M,Bronze
981,St Louis,1904,Gymnastics,Artistic G.,"VOIGT, Emil",USA,Men,rope climbing,M,Bronze
984,St Louis,1904,Gymnastics,Artistic G.,"DUHA, John",USA,Men,team competition,M,Bronze
985,St Louis,1904,Gymnastics,Artistic G.,"KRAUSE, Charles",USA,Men,team competition,M,Bronze
986,St Louis,1904,Gymnastics,Artistic G.,"MAYACK, Robert",USA,Men,team competition,M,Bronze
987,St Louis,1904,Gymnastics,Artistic G.,"MEYER, George",USA,Men,team competition,M,Bronze
988,St Louis,1904,Gymnastics,Artistic G.,"SCHUSTER, Philipp",USA,Men,team competition,M,Bronze
989,St Louis,1904,Gymnastics,Artistic G.,"SIEGLER, Edward",USA,Men,team competition,M,Bronze
1002,St Louis,1904,Gymnastics,Artistic G.,"MERZ, William",USA,Men,vault,M,Bronze
1031,St Louis,1904,Roque,Roque,"BROWN, Charles",USA,Men,individual,M,Bronze
1034,St Louis,1904,Rowing,Rowing,"BUERGER, Joseph",USA,Men,coxless pair (2-),M,Bronze
1035,St Louis,1904,Rowing,Rowing,"JOACHIM, John",USA,Men,coxless pair (2-),M,Bronze
1040,St Louis,1904,Rowing,Rowing,"RAVANACK, Joseph",USA,Men,double sculls (2x),M,Bronze
1041,St Louis,1904,Rowing,Rowing,"WELLS, John",USA,Men,double sculls (2x),M,Bronze
1064,St Louis,1904,Rowing,Rowing,"DUNIMERTH, Frank",USA,Men,four without coxswain (4-),M,Bronze
1065,St Louis,1904,Rowing,Rowing,"FREITAG, John",USA,Men,four without coxswain (4-),M,Bronze
1066,St Louis,1904,Rowing,Rowing,"HELM, Louis G.",USA,Men,four without coxswain (4-),M,Bronze
1067,St Louis,1904,Rowing,Rowing,"VOERG, Gustav",USA,Men,four without coxswain (4-),M,Bronze
1076,St Louis,1904,Rowing,Rowing,"TITUS, Constance",USA,Men,single sculls (1x),M,Bronze
1079,St Louis,1904,Tennis,Tennis,"GAMBLE, Clarence Olivier",USA,Men,doubles,M,Bronze
1080,St Louis,1904,Tennis,Tennis,"WEAR, Arthur Yancey",USA,Men,doubles,M,Bronze
1081,St Louis,1904,Tennis,Tennis,"WEAR, Joseph Walker",USA,Men,doubles,M,Bronze
1082,St Louis,1904,Tennis,Tennis,"WEST, Allen Tarwater",USA,Men,doubles,M,Bronze
1087,St Louis,1904,Tennis,Tennis,"BELL, Alphonzo Edward",USA,Men,singles,M,Bronze
1088,St Louis,1904,Tennis,Tennis,"LEONARD, Edgar Welch",USA,Men,singles,M,Bronze
1091,St Louis,1904,Tug of War,Tug of War,"FRIDE, H.",USA,Men,tug of war,M,Bronze
1092,St Louis,1904,Tug of War,Tug of War,"HABERCORN, Charles",USA,Men,tug of war,M,Bronze
1093,St Louis,1904,Tug of War,Tug of War,"JACOBS, H.",USA,Men,tug of war,M,Bronze
1094,St Louis,1904,Tug of War,Tug of War,"KUNGLER, Frank",USA,Men,tug of war,M,Bronze
1095,St Louis,1904,Tug of War,Tug of War,"THEAS, Charles",USA,Men,tug of war,M,Bronze
1106,St Louis,1904,Weightlifting,Weightlifting,"KUNGLER, Frank",USA,Men,all-around Dumbbell contest,M,Bronze
1109,St Louis,1904,Weightlifting,Weightlifting,"KUNGLER, Frank",USA,Men,heavyweight - two hand lift,M,Bronze
1112,St Louis,1904,Wrestling,Wrestling Free.,"THIEFENTHALER, Gustav",USA,Men,- 47.6kg (light-flyweight),M,Bronze
1115,St Louis,1904,Wrestling,Wrestling Free.,"WARMBOLD, Frederick Charles",USA,Men,+ 71.67kg (heavyweight),M,Bronze
1118,St Louis,1904,Wrestling,Wrestling Free.,"NELSON, William",USA,Men,47.6 - 52.16kg (flyweight),M,Bronze
1121,St Louis,1904,Wrestling,Wrestling Free.,"STREBLER, Zenon B.",USA,Men,52.16 - 56.7kg (bantamweight),M,Bronze
1124,St Louis,1904,Wrestling,Wrestling Free.,"CLAPPER, Charles E.",USA,Men,56.7 - 61.23kg (featherweight),M,Bronze
1127,St Louis,1904,Wrestling,Wrestling Free.,"ZIRKEL, Albert",USA,Men,61.23 - 65.77kg (lightweight),M,Bronze
1130,St Louis,1904,Wrestling,Wrestling Free.,"WINHOLTZ, Jerry",USA,Men,65.77 - 71.67kg (welterweight),M,Bronze
1133,London,1908,Aquatics,Diving,"SPANGBERG, Arvid",SWE,Men,10m platform,M,Bronze
1136,London,1908,Aquatics,Diving,"GAIDZIK, George William",USA,Men,3m springboard,M,Bronze
1137,London,1908,Aquatics,Diving,"WALZ, Gottlob",GER,Men,3m springboard,M,Bronze
1140,London,1908,Aquatics,Swimming,"HARESNAPE, Herbert Nickall",GBR,Men,100m backstroke,M,Bronze
1143,London,1908,Aquatics,Swimming,"JULIN, Harald S.A.",SWE,Men,100m freestyle,M,Bronze
1146,London,1908,Aquatics,Swimming,"BEAUREPAIRE, Frank E.",ANZ,Men,1500m freestyle,M,Bronze
1149,London,1908,Aquatics,Swimming,"HANSSON, Pontus",SWE,Men,200m breaststroke,M,Bronze
1152,London,1908,Aquatics,Swimming,"SCHEFF, Otto",AUT,Men,400m freestyle,M,Bronze
1155,London,1908,Aquatics,Swimming,"DANIELS, Charles",USA,Men,4x200m freestyle relay,M,Bronze
1156,London,1908,Aquatics,Swimming,"GOODWIN, Leo Budd",USA,Men,4x200m freestyle relay,M,Bronze
1157,London,1908,Aquatics,Swimming,"HEBNER, Harry J.",USA,Men,4x200m freestyle relay,M,Bronze
1158,London,1908,Aquatics,Swimming,"RICH, Leslie George",USA,Men,4x200m freestyle relay,M,Bronze
1181,London,1908,Archery,Archery,"CABARET, Gustave",FRA,Men,continental style 50m,M,Bronze
1184,London,1908,Archery,Archery,"HILL-LOWE, Beatrice Geraldine",GBR,Women,national round (60y - 50y),W,Bronze
1187,London,1908,Archery,Archery,"RICHARDSON, Henry Barber",USA,Men,york round (100y - 80y - 60y),M,Bronze
1190,London,1908,Athletics,Athletics,"KERR, Robert",CAN,Men,100m,M,Bronze
1193,London,1908,Athletics,Athletics,"SPENCER, Edward Adams",GBR,Men,10miles walk (16093m),M,Bronze
1196,London,1908,Athletics,Athletics,"SHAW, Arthur",USA,Men,110m hurdles,M,Bronze
1199,London,1908,Athletics,Athletics,"HALLOWS, Norman",GBR,Men,1500m,M,Bronze
1202,London,1908,Athletics,Athletics,"CARTMELL, John Nathaniel",USA,Men,200m,M,Bronze
1205,London,1908,Athletics,Athletics,"EISELE, John Lincoln",USA,Men,3200m steeplechase,M,Bronze
1208,London,1908,Athletics,Athletics,"KERR, Harry E.",ANZ,Men,3500m walk,M,Bronze
1211,London,1908,Athletics,Athletics,"DE FLEURAC, Louis N.",FRA,Men,3miles team (4828m),M,Bronze
1212,London,1908,Athletics,Athletics,"DREHER, Joseph",FRA,Men,3miles team (4828m),M,Bronze
1213,London,1908,Athletics,Athletics,"LIJANDIER, Paul",FRA,Men,3miles team (4828m),M,Bronze
1221,London,1908,Athletics,Athletics,"TREMEER, Leonard Francis",GBR,Men,400m hurdles,M,Bronze
1224,London,1908,Athletics,Athletics,"BODOR, Ödön",HUN,Men,4x400m relay,M,Bronze
1225,London,1908,Athletics,Athletics,"NAGY, Jozsef",HUN,Men,4x400m relay,M,Bronze
1226,London,1908,Athletics,Athletics,"RACZ, G.",HUN,Men,4x400m relay,M,Bronze
1227,London,1908,Athletics,Athletics,"SIMON, Pal",HUN,Men,4x400m relay,M,Bronze
1236,London,1908,Athletics,Athletics,"SVANBERG, Johan Fritiof",SWE,Men,5 miles (8047m),M,Bronze
1239,London,1908,Athletics,Athletics,"BRAUN, Hans",GER,Men,800m,M,Bronze
1242,London,1908,Athletics,Athletics,"HORR, Marquis Franklin",USA,Men,discus throw,M,Bronze
1245,London,1908,Athletics,Athletics,"JÄRVINEN, Werner",FIN,Men,discus throw ancient style,M,Bronze
1248,London,1908,Athletics,Athletics,"WALSH, Cornelius",CAN,Men,hammer throw,M,Bronze
1258,London,1908,Athletics,Athletics,"NILSSON, Otto",SWE,Men,javelin throw,M,Bronze
1261,London,1908,Athletics,Athletics,"HALSE, Arne",NOR,Men,javelin throw freestyle,M,Bronze
1264,London,1908,Athletics,Athletics,"BRICKER, Calvin David",CAN,Men,long jump,M,Bronze
1267,London,1908,Athletics,Athletics,"SHERIDAN, Martin",USA,Men,"long jump, standing",M,Bronze
1270,London,1908,Athletics,Athletics,"FORSHAW, Joseph",USA,Men,marathon,M,Bronze
1273,London,1908,Athletics,Athletics,"ARCHIBALD, Edward Blake",CAN,Men,pole vault,M,Bronze
1274,London,1908,Athletics,Athletics,"JACOBS, Charles Sherman",USA,Men,pole vault,M,Bronze
1275,London,1908,Athletics,Athletics,"SÖDERSTRÖM, Bruno",SWE,Men,pole vault,M,Bronze
1278,London,1908,Athletics,Athletics,"GARRELS, John Carlyle",USA,Men,shot put,M,Bronze
1281,London,1908,Athletics,Athletics,"LARSEN, Edvard",NOR,Men,triple jump,M,Bronze
1284,London,1908,Boxing,Boxing,"WEBB, William",GBR,Men,- 52.62kg (bantamweight),M,Bronze
1287,London,1908,Boxing,Boxing,"PARKS, Frederick",GBR,Men,+ 71.67kg (heavyweight),M,Bronze
1290,London,1908,Boxing,Boxing,"RODDIN, Hugh",GBR,Men,52.62 - 57.15kg (featherweight),M,Bronze
1293,London,1908,Boxing,Boxing,"JOHNSON, Harry H.",GBR,Men,57.15 - 63.5kg (lightweight),M,Bronze
1296,London,1908,Boxing,Boxing,"PHILO, William",GBR,Men,63.5 - 71.67kg (middleweight),M,Bronze
1299,London,1908,Cycling,Cycling Track,"LAPIZE, Octave",FRA,Men,100km,M,Bronze
1302,London,1908,Cycling,Cycling Track,"ANDERSON, William",CAN,Men,"1980 yards Pursuit, Team",M,Bronze
1303,London,1908,Cycling,Cycling Track,"ANDREWS, Walter",CAN,Men,"1980 yards Pursuit, Team",M,Bronze
1304,London,1908,Cycling,Cycling Track,"MCCARTHY, Frederick",CAN,Men,"1980 yards Pursuit, Team",M,Bronze
1305,London,1908,Cycling,Cycling Track,"MORTON, William",CAN,Men,"1980 yards Pursuit, Team",M,Bronze
1314,London,1908,Cycling,Cycling Track,"BROOKS, Colin",GBR,Men,2000m tandem,M,Bronze
1315,London,1908,Cycling,Cycling Track,"ISAACS, Walter H.T.",GBR,Men,2000m tandem,M,Bronze
1320,London,1908,Cycling,Cycling Track,"WERBROECK, Joseph",BEL,Men,20km,M,Bronze
1323,London,1908,Cycling,Cycling Track,"AUFFRAY, André",FRA,Men,5000m,M,Bronze
1326,London,1908,Cycling,Cycling Track,"NEUMER, Karl",GER,Men,One lap (660y) sprint,M,Bronze
1329,London,1908,Fencing,Fencing,"OLIVIER, Eugène Victor",FRA,Men,épée individual,M,Bronze
1332,London,1908,Fencing,Fencing,"ANSPACH, Paul",BEL,Men,épée team,M,Bronze
1333,London,1908,Fencing,Fencing,"BEURAIN, Désiré",BEL,Men,épée team,M,Bronze
1334,London,1908,Fencing,Fencing,"DE MONTIGNY, Fernand",BEL,Men,épée team,M,Bronze
1335,London,1908,Fencing,Fencing,"FEYERICK, Ferdinand",BEL,Men,épée team,M,Bronze
1336,London,1908,Fencing,Fencing,"ROM, François",BEL,Men,épée team,M,Bronze
1345,London,1908,Fencing,Fencing,"GOPPOLD DE LOBSDORF, Vilem",BOH,Men,sabre individual,M,Bronze
1348,London,1908,Fencing,Fencing,"GOPPOLD DE LOBSDORF, Vilem",BOH,Men,sabre team,M,Bronze
1349,London,1908,Fencing,Fencing,"LADA, Vlastimil",BOH,Men,sabre team,M,Bronze
1350,London,1908,Fencing,Fencing,"SCHEJBAL, Bedrich",BOH,Men,sabre team,M,Bronze
1351,London,1908,Fencing,Fencing,"TUCEK, Frantisek",BOH,Men,sabre team,M,Bronze
1360,London,1908,Football,Football,"BREUWKES, Reinier Bertus",NED,Men,football,M,Bronze
1361,London,1908,Football,Football,"DE BRUYN KOPS, George François",NED,Men,football,M,Bronze
1362,London,1908,Football,Football,"DE KORVER, Johannes Marius",NED,Men,football,M,Bronze
1363,London,1908,Football,Football,"HEIJTING, Karel",NED,Men,football,M,Bronze
1364,London,1908,Football,Football,"MUNDT, Emil Gustav",NED,Men,football,M,Bronze
1365,London,1908,Football,Football,"OTTEN, Lou",NED,Men,football,M,Bronze
1366,London,1908,Football,Football,"REEMAN, Gerald Simon",NED,Men,football,M,Bronze
1367,London,1908,Football,Football,"SNETLAGE, Eduard",NED,Men,football,M,Bronze
1368,London,1908,Football,Football,"SOL, Johan Eduard",NED,Men,football,M,Bronze
1369,London,1908,Football,Football,"THOMEE, Jan",NED,Men,football,M,Bronze
1370,London,1908,Football,Football,"WELCKER, Jan Herman",NED,Men,football,M,Bronze
1393,London,1908,Gymnastics,Artistic G.,"SEGURA, B. Louis",FRA,Men,individual all-round,M,Bronze
1396,London,1908,Gymnastics,Artistic G.,"FORSSTRÖM, Eino Vilho",FIN,Men,team competition,M,Bronze
1397,London,1908,Gymnastics,Artistic G.,"GRANSTRÖM, Otto",FIN,Men,team competition,M,Bronze
1398,London,1908,Gymnastics,Artistic G.,"KEMP, Johan Valdemar",FIN,Men,team competition,M,Bronze
1399,London,1908,Gymnastics,Artistic G.,"KYYKOSKI, Livara",FIN,Men,team competition,M,Bronze
1400,London,1908,Gymnastics,Artistic G.,"LEHMUSTO, Heikki",FIN,Men,team competition,M,Bronze
1401,London,1908,Gymnastics,Artistic G.,"LINDROTH, Johan",FIN,Men,team competition,M,Bronze
1402,London,1908,Gymnastics,Artistic G.,"LINKO, Yrjö",FIN,Men,team competition,M,Bronze
1403,London,1908,Gymnastics,Artistic G.,"LINNA, Edvard",FIN,Men,team competition,M,Bronze
1404,London,1908,Gymnastics,Artistic G.,"MARKKANEN, Matti",FIN,Men,team competition,M,Bronze
1405,London,1908,Gymnastics,Artistic G.,"MIKKOLAINEN, Kaasrlo Eino",FIN,Men,team competition,M,Bronze
1406,London,1908,Gymnastics,Artistic G.,"NIEMINEN, Veli Heikki",FIN,Men,team competition,M,Bronze
1407,London,1908,Gymnastics,Artistic G.,"PAASIA, Kaarlo Kustaa",FIN,Men,team competition,M,Bronze
1408,London,1908,Gymnastics,Artistic G.,"POHJANPÄÄ, Arvi",FIN,Men,team competition,M,Bronze
1409,London,1908,Gymnastics,Artistic G.,"POHJONEN, Aarne",FIN,Men,team competition,M,Bronze
1410,London,1908,Gymnastics,Artistic G.,"RAILIO, Eino",FIN,Men,team competition,M,Bronze
1411,London,1908,Gymnastics,Artistic G.,"RÜPINEN, H.A.",FIN,Men,team competition,M,Bronze
1412,London,1908,Gymnastics,Artistic G.,"SAARINEN, Arno",FIN,Men,team competition,M,Bronze
1413,London,1908,Gymnastics,Artistic G.,"SAHLSTEIN, Einar Werner",FIN,Men,team competition,M,Bronze
1414,London,1908,Gymnastics,Artistic G.,"SALOVAARA, Aarne",FIN,Men,team competition,M,Bronze
1415,London,1908,Gymnastics,Artistic G.,"SANDELIN, Karl Viktor Torsten",FIN,Men,team competition,M,Bronze
1416,London,1908,Gymnastics,Artistic G.,"SIPILÄ, Eljas E.",FIN,Men,team competition,M,Bronze
1417,London,1908,Gymnastics,Artistic G.,"SMEDS, Viktor",FIN,Men,team competition,M,Bronze
1418,London,1908,Gymnastics,Artistic G.,"SOINIO, Kaarlo Kyösti",FIN,Men,team competition,M,Bronze
1419,London,1908,Gymnastics,Artistic G.,"STENBERG, Kurt Enoch",FIN,Men,team competition,M,Bronze
1420,London,1908,Gymnastics,Artistic G.,"WEGELIUS, Karl Magnus",FIN,Men,team competition,M,Bronze
1534,London,1908,Jeu de paume,Jeu de Paume,"LYTTON, Neville Stephen",GBR,Men,individual,M,Bronze
1582,London,1908,Rackets,Rackets,"LEAF, Henry Meredith",GBR,Men,double,M,Bronze
1583,London,1908,Rackets,Rackets,"NOEL, Evan Baille",GBR,Men,double,M,Bronze
1588,London,1908,Rackets,Rackets,"ASTOR, John Jacob",GBR,Men,individual,M,Bronze
1589,London,1908,Rackets,Rackets,"BROUGHAM, Henry",GBR,Men,individual,M,Bronze
1592,London,1908,Rowing,Rowing,"DÜSKOW, Willi",GER,Men,coxless pair (2-),M,Bronze
1593,London,1908,Rowing,Rowing,"JACKES, Norman B.",CAN,Men,coxless pair (2-),M,Bronze
1594,London,1908,Rowing,Rowing,"STAHNKE, Martin",GER,Men,coxless pair (2-),M,Bronze
1595,London,1908,Rowing,Rowing,"TOMS, Fred P.",CAN,Men,coxless pair (2-),M,Bronze
1600,London,1908,Rowing,Rowing,"BALFOUR, Gordon Bruce",CAN,Men,eight with coxswain (8+),M,Bronze
1601,London,1908,Rowing,Rowing,"BOYLE, Richard Frederick",GBR,Men,eight with coxswain (8+),M,Bronze
1602,London,1908,Rowing,Rowing,"BURN, John Southerden",GBR,Men,eight with coxswain (8+),M,Bronze
1603,London,1908,Rowing,Rowing,"CARVER, Oswald Armitage",GBR,Men,eight with coxswain (8+),M,Bronze
1604,London,1908,Rowing,Rowing,"GALE, Becher Robert",CAN,Men,eight with coxswain (8+),M,Bronze
1605,London,1908,Rowing,Rowing,"GOLDSMITH, Henry Mills",GBR,Men,eight with coxswain (8+),M,Bronze
1606,London,1908,Rowing,Rowing,"JERWOOD, Frank Harold",GBR,Men,eight with coxswain (8+),M,Bronze
1607,London,1908,Rowing,Rowing,"KERTLAND, Douglas Edwin",CAN,Men,eight with coxswain (8+),M,Bronze
1608,London,1908,Rowing,Rowing,"KITCHING, Harold Edward",GBR,Men,eight with coxswain (8+),M,Bronze
1609,London,1908,Rowing,Rowing,"LEWIS, Walter Aiken",CAN,Men,eight with coxswain (8+),M,Bronze
1610,London,1908,Rowing,Rowing,"POWELL, Eric Walter",GBR,Men,eight with coxswain (8+),M,Bronze
1611,London,1908,Rowing,Rowing,"RIDDY, Charles",CAN,Men,eight with coxswain (8+),M,Bronze
1612,London,1908,Rowing,Rowing,"ROBERTSON, Irvine Geale",CAN,Men,eight with coxswain (8+),M,Bronze
1613,London,1908,Rowing,Rowing,"STUART, Douglas Cecil Rees",GBR,Men,eight with coxswain (8+),M,Bronze
1614,London,1908,Rowing,Rowing,"TAYLOR, Goeffrey Barron",CAN,Men,eight with coxswain (8+),M,Bronze
1615,London,1908,Rowing,Rowing,"THOMSON, Julius A.",CAN,Men,eight with coxswain (8+),M,Bronze
1616,London,1908,Rowing,Rowing,"WILLIAMS, Edward Gordon",GBR,Men,eight with coxswain (8+),M,Bronze
1617,London,1908,Rowing,Rowing,"WRIGHT, Joseph George",CAN,Men,eight with coxswain (8+),M,Bronze
1644,London,1908,Rowing,Rowing,"LEVICZKY, Károly",HUN,Men,single sculls (1x),M,Bronze
1645,London,1908,Rowing,Rowing,"VON GAZA, Bernhard",GER,Men,single sculls (1x),M,Bronze
1698,London,1908,Sailing,Sailing,"ARTHUS, Henri",FRA,Men,6m,X,Bronze
1699,London,1908,Sailing,Sailing,"POTHEAU, Louis",FRA,Men,6m,X,Bronze
1700,London,1908,Sailing,Sailing,"RABOT, Pierre",FRA,Men,6m,X,Bronze
1711,London,1908,Sailing,Sailing,"HIMLOKE, Philipp",GBR,Men,8m,X,Bronze
1712,London,1908,Sailing,Sailing,"HUGHES, Collingwood Alfred",GBR,Men,8m,X,Bronze
1713,London,1908,Sailing,Sailing,"HUGHES, Saint John Frederick",GBR,Men,8m,X,Bronze
1714,London,1908,Sailing,Sailing,"RATSEY, George Ernest",GBR,Men,8m,X,Bronze
1715,London,1908,Sailing,Sailing,"WARD, William Dudley",GBR,Men,8m,X,Bronze
1726,London,1908,Shooting,Shooting,"BLOOD, Maurice",GBR,Men,"1000y free rifle, prone",M,Bronze
1729,London,1908,Shooting,Shooting,"SWAHN, Oscar",SWE,Men,"100m running deer, double shots",M,Bronze
1732,London,1908,Shooting,Shooting,"ROGERS, Alexander Elliott",GBR,Men,"100m running deer, single shots",M,Bronze
1743,London,1908,Shooting,Shooting,"AMOORE, Edward John",GBR,Men,"25y small bore rifle, disappearing target",M,Bronze
1746,London,1908,Shooting,Shooting,"MARSDEN, William B.",GBR,Men,"25y small bore rifle, moving target",M,Bronze
1749,London,1908,Shooting,Shooting,"SAETHER, Olaf",NOR,Men,300m free rifle 3 positions (3x40 shots),M,Bronze
1752,London,1908,Shooting,Shooting,"BONNEFOY, Henri",FRA,Men,"50+100y small bore rifle, team",M,Bronze
1753,London,1908,Shooting,Shooting,"COLAS, Paul René",FRA,Men,"50+100y small bore rifle, team",M,Bronze
1754,London,1908,Shooting,Shooting,"LECUYER, Léon",FRA,Men,"50+100y small bore rifle, team",M,Bronze
1755,London,1908,Shooting,Shooting,"REGAUD, André",FRA,Men,"50+100y small bore rifle, team",M,Bronze
1764,London,1908,Shooting,Shooting,"GORMAN, James Edward",USA,Men,50m pistol (60 shots),M,Bronze
1767,London,1908,Shooting,Shooting,"BARNES, George",GBR,Men,50m rifle prone (60 shots),M,Bronze
1770,London,1908,Shooting,Shooting,"COLES, Geoffrey Horsman",GBR,Men,"50y army pistol, team",M,Bronze
1771,London,1908,Shooting,Shooting,"ELLICOTT, Walter",GBR,Men,"50y army pistol, team",M,Bronze
1772,London,1908,Shooting,Shooting,"LYNCH-STAUNTON, Henry George",GBR,Men,"50y army pistol, team",M,Bronze
1773,London,1908,Shooting,Shooting,"WALLINGFORD, Jesse Alfred",GBR,Men,"50y army pistol, team",M,Bronze
1782,London,1908,Shooting,Shooting,"BUTT, John Hurst",GBR,Men,"clay pigeons, team",M,Bronze
1783,London,1908,Shooting,Shooting,"CREASEY, Harold P.",GBR,Men,"clay pigeons, team",M,Bronze
1784,London,1908,Shooting,Shooting,"HUTTON, Richard",GBR,Men,"clay pigeons, team",M,Bronze
1785,London,1908,Shooting,Shooting,"MORRIS, William B.",GBR,Men,"clay pigeons, team",M,Bronze
1786,London,1908,Shooting,Shooting,"SKINNER, Gerald H.",GBR,Men,"clay pigeons, team",M,Bronze
1787,London,1908,Shooting,Shooting,"WHITAKER, George",GBR,Men,"clay pigeons, team",M,Bronze
1800,London,1908,Shooting,Shooting,"BALME, Eugène",FRA,Men,"free rifle, team",M,Bronze
1801,London,1908,Shooting,Shooting,"COURQUIN, Albert",FRA,Men,"free rifle, team",M,Bronze
1802,London,1908,Shooting,Shooting,"DE BOIGNE, Raoul",FRA,Men,"free rifle, team",M,Bronze
1803,London,1908,Shooting,Shooting,"JOHNSON, Léon",FRA,Men,"free rifle, team",M,Bronze
1804,London,1908,Shooting,Shooting,"LECOQ, Maurice",FRA,Men,"free rifle, team",M,Bronze
1805,London,1908,Shooting,Shooting,"PARMENTIER, André",FRA,Men,"free rifle, team",M,Bronze
1818,London,1908,Shooting,Shooting,"CROWE, Charles Robert",CAN,Men,"rifle, team",M,Bronze
1819,London,1908,Shooting,Shooting,"EASTCOTT, William Merrill",CAN,Men,"rifle, team",M,Bronze
1820,London,1908,Shooting,Shooting,"KERR, Harry",CAN,Men,"rifle, team",M,Bronze
1821,London,1908,Shooting,Shooting,"MCINNIS, Dugald",CAN,Men,"rifle, team",M,Bronze
1822,London,1908,Shooting,Shooting,"SMITH, William Albert",CAN,Men,"rifle, team",M,Bronze
1823,London,1908,Shooting,Shooting,"WILLIAMS, Bruce M.",CAN,Men,"rifle, team",M,Bronze
1836,London,1908,Shooting,Shooting,"MAUNDER, Alexander",GBR,Men,trap (125 targets),M,Bronze
1839,London,1908,Skating,Figure skating,"THOREN, Per",SWE,Men,individual,M,Bronze
1842,London,1908,Skating,Figure skating,"GREENHOUGH-SMITH, Dorothy",GER,Women,individual,W,Bronze
1845,London,1908,Skating,Figure skating,"SYERS, Edgar",GBR,Men,pairs,X,Bronze
1848,London,1908,Skating,Figure skating,"SYERS, Florence",GBR,Women,pairs,X,Bronze
1851,London,1908,Skating,Figure skating,"HALL-SAY, George Norman Ernest",GBR,Men,special figures,M,Bronze
1854,London,1908,Tennis,Tennis,"CAZALET, Clement Haughton Langston",GBR,Men,doubles,M,Bronze
1855,London,1908,Tennis,Tennis,"DIXON, Charles Percy",GBR,Men,doubles,M,Bronze
1860,London,1908,Tennis,Tennis,"BOSTRÖM, Wollmar",SWE,Men,doubles indoor,M,Bronze
1861,London,1908,Tennis,Tennis,"SETTERWALL, Gunnar",SWE,Men,doubles indoor,M,Bronze
1866,London,1908,Tennis,Tennis,"EAVES, Wilberforce Vaughan",GBR,Men,singles,M,Bronze
1869,London,1908,Tennis,Tennis,"WINCH, Ruth Joan",GBR,Women,singles,W,Bronze
1872,London,1908,Tennis,Tennis,"RITCHIE, Josiah George",GBR,Men,singles indoor,M,Bronze
1875,London,1908,Tennis,Tennis,"ADLERSTRAHLE, Märtha",SWE,Women,singles indoor,W,Bronze
1878,London,1908,Tug of War,Tug of War,"CHAFFE, Walter",GBR,Men,tug of war,M,Bronze
1879,London,1908,Tug of War,Tug of War,"DOWLER, Joseph",GBR,Men,tug of war,M,Bronze
1880,London,1908,Tug of War,Tug of War,"EBBAGE, Ernest Walter",GBR,Men,tug of war,M,Bronze
1881,London,1908,Tug of War,Tug of War,"HOMEWOOD, Thomas",GBR,Men,tug of war,M,Bronze
1882,London,1908,Tug of War,Tug of War,"MUNRO, Alexander",GBR,Men,tug of war,M,Bronze
1883,London,1908,Tug of War,Tug of War,"SLADE, William",GBR,Men,tug of war,M,Bronze
1884,London,1908,Tug of War,Tug of War,"TAMMAS, Walter Baldry",GBR,Men,tug of war,M,Bronze
1885,London,1908,Tug of War,Tug of War,"WILLIAMS, T.J.",GBR,Men,tug of war,M,Bronze
1886,London,1908,Tug of War,Tug of War,"WOODGET, James Henry",GBR,Men,tug of war,M,Bronze
1910,London,1908,Wrestling,Wrestling Free.,"COTE, Aubert",CAN,Men,- 54kg (bantamweight),M,Bronze
